0,32765,36756,22704
0,32765,36756,22688
0,32765,36756,22684
0,32765,36756,22680
0,32766,7594,62288
0,32766,7594,62272
0,32766,7594,62268
0,32766,7594,62264
0,32765,36756,22768
0,32765,36756,22344
0,32765,36756,22732
0,32766,7594,62352
0,32766,7594,61928
0,32766,7594,62316
0,32766,7594,61936
0,32766,7594,61920
0,32766,7594,61888
0,32766,7594,61916
0,32766,7594,61916
0,0,99,12352
0,0,99,13112
0,32766,7594,61888
0,32766,7594,61916
0,32766,7594,61916
0,0,99,12352
0,0,99,13096
0,0,99,13096
0,0,99,13104
0,32766,7594,61888
0,32766,7594,61916
0,0,99,13088
0,0,99,13088
0,0,99,13088
0,0,99,13088
0,0,99,13088
0,0,99,13088
0,32766,7594,61928
0,32766,7594,61920
0,32766,7594,61844
0,32766,7594,61872
0,32766,7594,61808
0,32766,7594,61864
0,32766,7594,61816
0,32766,7594,61856
0,32766,7594,61824
0,32766,7594,61796
0,32765,36756,22352
0,32765,36756,22336
0,32765,36756,22304
0,32765,36756,22332
0,32765,36756,22332
0,0,99,12352
0,0,99,13112
0,32765,36756,22304
0,32765,36756,22332
0,32765,36756,22332
0,0,99,12352
0,0,99,13096
0,0,99,13096
0,0,99,13104
0,32765,36756,22304
0,32765,36756,22332
0,0,99,13088
0,32765,36756,22316
0,0,99,13088
0,0,99,13104
0,0,99,13088
0,0,99,13104
0,0,99,13088
0,0,99,13104
0,0,99,13088
0,0,99,13104
0,0,99,13088
0,0,99,13104
0,0,99,13112
0,0,99,13112
0,0,66,14656
0,32765,36756,22344
0,32765,36756,22336
0,32765,36756,22260
0,32765,36756,22288
0,32765,36756,22224
0,32765,36756,22280
0,32765,36756,22232
0,32765,36756,22272
0,32765,36756,22240
0,32765,36756,22212
0,32765,36756,22344
0,32765,36756,22744
0,0,99,13104
0,0,99,13096
0,32765,36756,22336
0,32765,36756,22312
0,32765,36756,22312
0,32765,36756,22312
0,32765,36756,22312
0,32765,36756,22312
0,32765,36756,22312
0,32765,36756,22312
0,32765,36756,22312
0,32765,36756,22312
0,32765,36756,22312
0,32765,36756,22312
0,32765,36756,22312
0,32765,36756,22312
0,32765,36756,22312
0,32765,36756,22312
0,32765,36756,22312
0,32765,36756,22312
0,32765,36756,22312
0,32765,36756,22312
0,32765,36756,22272
0,32765,36756,22268
0,32765,36756,22268
0,32765,36756,22268
0,32765,36756,22272
0,0,66,14608
0,0,66,14616
0,32765,36756,22328
0,0,66,14624
0,32765,36756,22312
0,32765,36756,22312
0,32765,36756,22312
0,32766,7594,61928
0,32766,7594,62328
0,0,99,13104
0,0,99,13096
0,32766,7594,61920
0,32766,7594,61896
0,32766,7594,61896
0,32766,7594,61896
0,32766,7594,61896
0,32766,7594,61896
0,32766,7594,61896
0,32766,7594,61896
0,32766,7594,61896
0,32766,7594,61896
0,32766,7594,61896
0,32766,7594,61896
0,32766,7594,61896
0,32766,7594,61896
0,32766,7594,61896
0,32766,7594,61896
0,32766,7594,61896
0,32766,7594,61896
0,32766,7594,61896
0,32766,7594,61896
0,32766,7594,61896
0,32766,7594,61896
0,32766,7594,61896
0,32766,7594,61856
0,32766,7594,61852
0,32766,7594,61852
0,32766,7594,61852
0,32766,7594,61856
0,0,66,14608
0,0,66,14616
0,32766,7594,61912
0,0,66,14624
0,32766,7594,61896
0,32766,7594,61896
0,32766,7594,61896
0,0,99,13112
0,0,99,13112
0,32765,36756,22336
0,32765,36756,20816
0,32765,36756,20808
0,32765,36756,20784
0,32765,36756,20776
0,32765,36756,20752
0,32765,36756,20744
0,32765,36756,20720
0,32765,36756,20712
0,32765,36756,20688
0,32765,36756,20720
0,32765,36756,20712
0,32765,36756,20712
0,32765,36756,20712
0,32765,36756,20816
0,32765,36756,20808
0,32765,36756,20784
0,32765,36756,20776
0,32765,36756,20752
0,32765,36756,20744
0,32765,36756,20720
0,32765,36756,20712
0,32765,36756,20688
0,32765,36756,20720
0,32765,36756,20712
0,32765,36756,20712
0,32765,36756,20712
0,32765,36756,20816
0,32765,36756,20808
0,32765,36756,20784
0,32765,36756,20776
0,32765,36756,20752
0,32765,36756,20744
0,32765,36756,20720
0,32765,36756,20712
0,32765,36756,20688
0,32765,36756,20720
0,32765,36756,20712
0,32765,36756,20712
0,32765,36756,20712
0,32765,36756,20816
0,32765,36756,20808
0,32765,36756,20784
0,32765,36756,20776
0,32765,36756,20752
0,32765,36756,20744
0,32765,36756,20720
0,32765,36756,20712
0,32765,36756,20688
0,32765,36756,20720
0,32765,36756,20712
0,32765,36756,20712
0,32765,36756,20712
0,32766,7594,61920
0,32766,7594,60400
0,32766,7594,60392
0,32766,7594,60368
0,32766,7594,60360
0,32766,7594,60336
0,32766,7594,60328
0,32766,7594,60304
0,32766,7594,60296
0,32766,7594,60272
0,32766,7594,60304
0,32766,7594,60296
0,32766,7594,60296
0,32766,7594,60296
0,32766,7594,60400
0,32766,7594,60392
0,32766,7594,60368
0,32766,7594,60360
0,32766,7594,60336
0,32766,7594,60328
0,32766,7594,60304
0,32766,7594,60296
0,32766,7594,60272
0,32766,7594,60304
0,32766,7594,60296
0,32766,7594,60296
0,32766,7594,60296
0,32766,7594,60400
0,32766,7594,60392
0,32766,7594,60368
0,32766,7594,60360
0,32766,7594,60336
0,32766,7594,60328
0,32766,7594,60304
0,32766,7594,60296
0,32766,7594,60272
0,32766,7594,60304
0,32766,7594,60296
0,32766,7594,60296
0,32766,7594,60296
0,32766,7594,60400
